"","geodis","category","bray_all","category1"
"2084",5249.595525,"Meso",0.778656126482213,"Meso"
"2085",2973.012439,"Meso",0.831620553359684,"Meso"
"2086",2968.888216,"Meso",0.835177865612648,"Meso"
"2087",2960.656574,"Meso",0.806324110671937,"Meso"
"2088",2944.253311,"Meso",0.778260869565217,"Meso"
"2089",2911.731686,"Meso",0.821739130434783,"Meso"
"2090",2973.837953,"Meso",0.801185770750988,"Meso"
"2091",2973.518444,"Meso",0.8300395256917,"Meso"
"2092",2971.921786,"Meso",0.799604743083004,"Meso"
"2093",2968.730774,"Meso",0.817786561264822,"Meso"
"2094",2949.659792,"Meso",0.854940711462451,"Meso"
"2095",5342.101014,"Meso",0.949407114624506,"Meso"
"2096",5374.995866,"Meso",0.758102766798419,"Meso"
"2097",5412.716488,"Meso",0.772332015810277,"Meso"
"2098",5341.162973,"Meso",0.76600790513834,"Meso"
"2099",5340.894993,"Meso",0.713833992094862,"Meso"
"2100",5339.555773,"Meso",0.749802371541502,"Meso"
"2101",5336.878948,"Meso",0.688142292490119,"Meso"
"2102",5331.532952,"Meso",0.709881422924901,"Meso"
"2103",5320.871689,"Meso",0.724505928853755,"Meso"
"2104",2973.332072,"Meso",0.757707509881423,"Meso"
"2105",2969.208293,"Meso",0.758102766798419,"Meso"
"2106",2960.977543,"Meso",0.759288537549407,"Meso"
"2107",2944.57607,"Meso",0.697233201581028,"Meso"
"2108",2912.058054,"Meso",0.792490118577075,"Meso"
"2109",2974.157498,"Meso",0.743873517786561,"Meso"
"2110",2973.837953,"Meso",0.796837944664032,"Meso"
"2111",2972.241117,"Meso",0.690909090909091,"Meso"
"2112",2969.04975,"Meso",0.739920948616601,"Meso"
"2113",2949.976614,"Meso",0.828853754940711,"Meso"
"2114",5342.368972,"Meso",0.930830039525692,"Meso"
"2115",5375.262188,"Meso",0.683794466403162,"Meso"
"2116",5412.980957,"Meso",0.756916996047431,"Meso"
"2117",5341.430978,"Meso",0.66600790513834,"Meso"
"2118",5341.162973,"Meso",0.631225296442688,"Meso"
"2119",5339.823626,"Meso",0.711857707509881,"Meso"
"2120",5337.146545,"Meso",0.640316205533597,"Meso"
"2121",5331.800038,"Meso",0.671146245059289,"Meso"
"2122",5321.13775,"Meso",0.707905138339921,"Meso"
"2123",2974.930413,"Meso",0.848616600790514,"Meso"
"2124",2970.808856,"Meso",0.844268774703557,"Meso"
"2125",2962.582557,"Meso",0.821343873517787,"Meso"
"2126",2946.190031,"Meso",0.813833992094862,"Meso"
"2127",2913.690052,"Meso",0.807905138339921,"Meso"
"2128",2975.755394,"Meso",0.818181818181818,"Meso"
"2129",2975.435673,"Meso",0.83399209486166,"Meso"
"2130",2973.837953,"Meso",0.826482213438735,"Meso"
"2131",2970.644813,"Meso",0.811857707509881,"Meso"
"2132",2951.560917,"Meso",0.789328063241107,"Meso"
"2133",5343.708847,"Meso",0.943083003952569,"Meso"
"2134",5376.593882,"Meso",0.73399209486166,"Meso"
"2135",5414.303393,"Meso",0.705533596837945,"Meso"
"2136",5342.771088,"Meso",0.730434782608696,"Meso"
"2137",5342.502955,"Meso",0.730434782608696,"Meso"
"2138",5341.162973,"Meso",0.739130434782609,"Meso"
"2139",5338.484618,"Meso",0.73399209486166,"Meso"
"2140",5333.135559,"Meso",0.734782608695652,"Meso"
"2141",5322.468141,"Meso",0.71501976284585,"Meso"
"2142",2978.130096,"Meso",0.737549407114624,"Meso"
"2143",2974.012979,"Meso",0.743478260869565,"Meso"
"2144",2965.795579,"Meso",0.762450592885376,"Meso"
"2145",2949.420934,"Meso",0.726482213438735,"Meso"
"2146",2916.956999,"Meso",0.799209486166008,"Meso"
"2147",2978.95419,"Meso",0.753359683794466,"Meso"
"2148",2978.634117,"Meso",0.809486166007905,"Meso"
"2149",2977.034632,"Meso",0.743478260869565,"Meso"
"2150",2973.837953,"Meso",0.770750988142292,"Meso"
"2151",2954.732587,"Meso",0.805928853754941,"Meso"
"2152",5346.390801,"Meso",0.942687747035573,"Meso"
"2153",5379.259474,"Meso",0.746245059288538,"Meso"
"2154",5416.950466,"Meso",0.734387351778656,"Meso"
"2155",5345.453511,"Meso",0.767193675889328,"Meso"
"2156",5345.185125,"Meso",0.689328063241107,"Meso"
"2157",5343.843871,"Meso",0.757707509881423,"Meso"
"2158",5341.162973,"Meso",0.691304347826087,"Meso"
"2159",5335.808813,"Meso",0.734387351778656,"Meso"
"2160",5325.131148,"Meso",0.758893280632411,"Meso"
"2161",2984.540008,"Meso",0.776284584980237,"Meso"
"2162",2980.431756,"Meso",0.787351778656126,"Meso"
"2163",2972.232126,"Meso",0.76600790513834,"Meso"
"2164",2955.893184,"Meso",0.754940711462451,"Meso"
"2165",2923.501214,"Meso",0.797233201581028,"Meso"
"2166",2985.36233,"Meso",0.776284584980237,"Meso"
"2167",2985.041555,"Meso",0.807509881422925,"Meso"
"2168",2983.438558,"Meso",0.729249011857708,"Meso"
"2169",2980.234837,"Meso",0.734782608695652,"Meso"
"2170",2961.086736,"Meso",0.791699604743083,"Meso"
"2171",5351.76232,"Meso",0.936758893280632,"Meso"
"2172",5384.59827,"Meso",0.728458498023715,"Meso"
"2173",5422.252228,"Meso",0.614624505928854,"Meso"
"2174",5350.825969,"Meso",0.726086956521739,"Meso"
"2175",5350.557075,"Meso",0.675889328063241,"Meso"
"2176",5349.213287,"Meso",0.712252964426877,"Meso"
"2177",5346.527311,"Meso",0.723715415019763,"Meso"
"2178",5341.162973,"Meso",0.711857707509881,"Meso"
"2179",5330.464861,"Meso",0.734782608695652,"Meso"
"2180",2997.4017,"Meso",0.773517786561265,"Meso"
"2181",2993.311123,"Meso",0.78498023715415,"Meso"
"2182",2985.146917,"Meso",0.753359683794466,"Meso"
"2183",2968.879143,"Meso",0.707114624505929,"Meso"
"2184",2936.630603,"Meso",0.791699604743083,"Meso"
"2185",2998.22049,"Meso",0.74703557312253,"Meso"
"2186",2997.898324,"Meso",0.797233201581028,"Meso"
"2187",2996.28837,"Meso",0.697628458498024,"Meso"
"2188",2993.0707,"Meso",0.740316205533597,"Meso"
"2189",2973.837953,"Meso",0.813833992094862,"Meso"
"2190",5362.535695,"Meso",0.939130434782609,"Meso"
"2191",5395.306213,"Meso",0.692490118577075,"Meso"
"2192",5432.886108,"Meso",0.766403162055336,"Meso"
"2193",5361.601222,"Meso",0.737154150197628,"Meso"
"2194",5361.331319,"Meso",0.671541501976285,"Meso"
"2195",5359.982482,"Meso",0.738735177865613,"Meso"
"2196",5357.286397,"Meso",0.663241106719368,"Meso"
"2197",5351.901796,"Meso",0.684584980237154,"Meso"
"2198",5341.162973,"Meso",0.736363636363636,"Meso"
"2199",6524.365746,"Meso",0.953359683794466,"Meso"
"2200",6564.4232,"Meso",0.77905138339921,"Meso"
"2201",6610.20943,"Meso",0.818577075098814,"Meso"
"2202",6523.221657,"Meso",0.811462450592885,"Meso"
"2203",6523.148246,"Meso",0.758498023715415,"Meso"
"2204",6522.78174,"Meso",0.790513833992095,"Meso"
"2205",6522.050971,"Meso",0.7699604743083,"Meso"
"2206",6520.598737,"Meso",0.789723320158103,"Meso"
"2207",6517.731514,"Meso",0.81897233201581,"Meso"
"2208",6518.64561,"Meso",0.945059288537549,"Meso"
"2209",6558.702136,"Meso",0.792490118577075,"Meso"
"2210",6604.487325,"Meso",0.824901185770751,"Meso"
"2211",6517.501548,"Meso",0.8,"Meso"
"2212",6517.428073,"Meso",0.739130434782609,"Meso"
"2213",6517.061244,"Meso",0.78102766798419,"Meso"
"2214",6516.329832,"Meso",0.797628458498024,"Meso"
"2215",6514.87632,"Meso",0.799604743083004,"Meso"
"2216",6512.006573,"Meso",0.83399209486166,"Meso"
"2217",6507.205742,"Meso",0.947826086956522,"Meso"
"2218",6547.260403,"Meso",0.747826086956522,"Meso"
"2219",6593.043503,"Meso",0.797628458498024,"Meso"
"2220",6506.061733,"Meso",0.796442687747036,"Meso"
"2221",6505.988129,"Meso",0.730434782608696,"Meso"
"2222",6505.620654,"Meso",0.684189723320158,"Meso"
"2223",6504.887953,"Meso",0.742687747035573,"Meso"
"2224",6503.431878,"Meso",0.68498023715415,"Meso"
"2225",6500.557069,"Meso",0.768379446640316,"Meso"
"2226",6484.31663,"Meso",0.95098814229249,"Meso"
"2227",6524.367531,"Meso",0.732806324110672,"Meso"
"2228",6570.146417,"Meso",0.807114624505929,"Meso"
"2229",6483.17273,"Meso",0.821739130434783,"Meso"
"2230",6483.098865,"Meso",0.748616600790514,"Meso"
"2231",6482.73009,"Meso",0.719367588932806,"Meso"
"2232",6481.994796,"Meso",0.732806324110672,"Meso"
"2233",6480.533567,"Meso",0.710671936758893,"Meso"
"2234",6477.648575,"Meso",0.78695652173913,"Meso"
"2235",6438.555983,"Meso",0.953359683794466,"Meso"
"2236",6478.599245,"Meso",0.797628458498024,"Meso"
"2237",6524.369572,"Meso",0.80395256916996,"Meso"
"2238",6437.412304,"Meso",0.834387351778656,"Meso"
"2239",6437.337912,"Meso",0.793675889328063,"Meso"
"2240",6436.96651,"Meso",0.81897233201581,"Meso"
"2241",6436.225978,"Meso",0.809486166007905,"Meso"
"2242",6434.754335,"Meso",0.805138339920949,"Meso"
"2243",6431.848766,"Meso",0.799209486166008,"Meso"
"2244",6525.509789,"Meso",0.952173913043478,"Meso"
"2245",6565.567429,"Meso",0.754940711462451,"Meso"
"2246",6611.353866,"Meso",0.809486166007905,"Meso"
"2247",6524.365695,"Meso",0.810276679841897,"Meso"
"2248",6524.292297,"Meso",0.739525691699605,"Meso"
"2249",6523.925855,"Meso",0.765217391304348,"Meso"
"2250",6523.195214,"Meso",0.718181818181818,"Meso"
"2251",6521.743235,"Meso",0.754545454545455,"Meso"
"2252",6518.876518,"Meso",0.790118577075099,"Meso"
"2253",6525.583205,"Meso",0.930434782608696,"Meso"
"2254",6565.640398,"Meso",0.782608695652174,"Meso"
"2255",6611.426331,"Meso",0.83201581027668,"Meso"
"2256",6524.439123,"Meso",0.81501976284585,"Meso"
"2257",6524.365695,"Meso",0.759683794466403,"Meso"
"2258",6523.999098,"Meso",0.781422924901186,"Meso"
"2259",6523.268147,"Meso",0.764426877470356,"Meso"
"2260",6521.815548,"Meso",0.778656126482213,"Meso"
"2261",6518.947588,"Meso",0.795652173913043,"Meso"
"2262",6525.950667,"Meso",0.951383399209486,"Meso"
"2263",6566.005623,"Meso",0.765217391304348,"Meso"
"2264",6611.789032,"Meso",0.842687747035573,"Meso"
"2265",6524.80665,"Meso",0.812648221343873,"Meso"
"2266",6524.733066,"Meso",0.766798418972332,"Meso"
"2267",6524.365695,"Meso",0.801581027667984,"Meso"
"2268",6523.633194,"Meso",0.750592885375494,"Meso"
"2269",6522.177494,"Meso",0.768379446640316,"Meso"
"2270",6519.303326,"Meso",0.803162055335968,"Meso"
"2271",6526.687996,"Meso",0.944664031620553,"Meso"
"2272",6566.738463,"Meso",0.732411067193676,"Meso"
"2273",6612.516809,"Meso",0.807509881422925,"Meso"
"2274",6525.544108,"Meso",0.767193675889328,"Meso"
"2275",6525.470215,"Meso",0.670355731225296,"Meso"
"2276",6525.101294,"Meso",0.710671936758893,"Meso"
"2277",6524.365695,"Meso",0.724901185770751,"Meso"
"2278",6522.903794,"Meso",0.689328063241107,"Meso"
"2279",6520.017212,"Meso",0.755335968379447,"Meso"
"2280",6531.176964,"Meso",0.949407114624506,"Meso"
"2281",6571.200128,"Meso",0.794071146245059,"Meso"
"2282",6616.947669,"Meso",0.806324110671937,"Meso"
"2283",6530.033861,"Meso",0.807509881422925,"Meso"
"2284",6529.958111,"Meso",0.774308300395257,"Meso"
"2285",6529.579908,"Meso",0.786166007905138,"Meso"
"2286",6528.825738,"Meso",0.822529644268775,"Meso"
"2287",6527.326675,"Meso",0.785770750988142,"Meso"
"2288",6524.365695,"Meso",0.782213438735178,"Meso"
"2289",9540.753415,"Meso",0.267588932806324,"Meso"
"2290",9541.490419,"Meso",0.343478260869565,"Meso"
"2291",9542.974827,"Meso",0.13596837944664,"Meso"
"2292",9545.986686,"Meso",0.130830039525692,"Meso"
"2293",9552.175192,"Meso",0.152173913043478,"Meso"
"2294",9540.60643,"Meso",0.45296442687747,"Meso"
"2295",9540.997987,"Meso",0.142687747035573,"Meso"
"2296",9542.955341,"Meso",0.403557312252964,"Meso"
"2297",9546.870503,"Meso",0.130830039525692,"Meso"
"2298",9554.700902,"Meso",0.919762845849802,"Meso"
"2299",9570.362005,"Meso",0.177470355731225,"Meso"
"2300",10823.82501,"Meso",0.33399209486166,"Meso"
"2301",10824.0392,"Meso",0.245059288537549,"Meso"
"2302",10824.47689,"Meso",0.34703557312253,"Meso"
"2303",10825.38995,"Meso",0.241897233201581,"Meso"
"2304",10827.36458,"Meso",0.154545454545455,"Meso"
"2305",10823.78254,"Meso",0.242292490118577,"Meso"
"2306",10824.1769,"Meso",0.188537549407115,"Meso"
"2307",10826.14823,"Meso",0.181818181818182,"Meso"
"2308",10830.09134,"Meso",0.409486166007905,"Meso"
"2309",10837.97756,"Meso",0.335177865612648,"Meso"
"2310",10853.75002,"Meso",0.31897233201581,"Meso"
"2311",9540.039841,"Meso",0.245059288537549,"Meso"
"2312",9540.773375,"Meso",0.31501976284585,"Meso"
"2313",9542.250847,"Meso",0.259288537549407,"Meso"
"2314",9545.248835,"Meso",0.25296442687747,"Meso"
"2315",9551.409646,"Meso",0.252173913043478,"Meso"
"2316",9539.89355,"Meso",0.439130434782609,"Meso"
"2317",9540.285137,"Meso",0.237944664031621,"Meso"
"2318",9542.242642,"Meso",0.378656126482213,"Meso"
"2319",9546.158104,"Meso",0.24901185770751,"Meso"
"2320",9553.989104,"Meso",0.868774703557312,"Meso"
"2321",9569.651405,"Meso",0.224901185770751,"Meso"
"2322",10823.6369,"Meso",0.31304347826087,"Meso"
"2323",10823.84799,"Meso",0.23201581027668,"Meso"
"2324",10824.27948,"Meso",0.336758893280632,"Meso"
"2325",10825.18012,"Meso",0.226482213438735,"Meso"
"2326",10827.12993,"Meso",0.2300395256917,"Meso"
"2327",10823.59505,"Meso",0.226482213438735,"Meso"
"2328",10823.98942,"Meso",0.222134387351779,"Meso"
"2329",10825.96079,"Meso",0.223320158102767,"Meso"
"2330",10829.90397,"Meso",0.365217391304348,"Meso"
"2331",10837.79035,"Meso",0.310276679841897,"Meso"
"2332",10853.56312,"Meso",0.295652173913043,"Meso"
"2333",9538.623109,"Meso",0.235573122529644,"Meso"
"2334",9539.349702,"Meso",0.295652173913043,"Meso"
"2335",9540.813295,"Meso",0.189328063241107,"Meso"
"2336",9543.783532,"Meso",0.188932806324111,"Meso"
"2337",9549.888933,"Meso",0.183794466403162,"Meso"
"2338",9538.478207,"Meso",0.431225296442688,"Meso"
"2339",9538.869854,"Meso",0.169565217391304,"Meso"
"2340",9540.827657,"Meso",0.367193675889328,"Meso"
"2341",9544.743717,"Meso",0.181818181818182,"Meso"
"2342",9552.575909,"Meso",0.878656126482213,"Meso"
"2343",9568.24059,"Meso",0.163241106719368,"Meso"
"2344",10823.27,"Meso",0.294861660079051,"Meso"
"2345",10823.47488,"Meso",0.209881422924901,"Meso"
"2346",10823.89395,"Meso",0.320553359683794,"Meso"
"2347",10824.76977,"Meso",0.212648221343874,"Meso"
"2348",10826.66994,"Meso",0.158893280632411,"Meso"
"2349",10823.22939,"Meso",0.206324110671937,"Meso"
"2350",10823.62377,"Meso",0.156126482213439,"Meso"
"2351",10825.59522,"Meso",0.15296442687747,"Meso"
"2352",10829.53855,"Meso",0.362055335968379,"Meso"
"2353",10837.42523,"Meso",0.299209486166008,"Meso"
"2354",10853.19859,"Meso",0.282608695652174,"Meso"
"2355",9535.830006,"Meso",0.256916996047431,"Meso"
"2356",9536.542699,"Meso",0.321739130434783,"Meso"
"2357",9537.978503,"Meso",0.117391304347826,"Meso"
"2358",9540.893173,"Meso",0.11699604743083,"Meso"
"2359",9546.887621,"Meso",0.140316205533597,"Meso"
"2360",9535.687884,"Meso",0.449802371541502,"Meso"
"2361",9536.079649,"Meso",0.129644268774704,"Meso"
"2362",9538.038041,"Meso",0.392094861660079,"Meso"
"2363",9541.955279,"Meso",0.105138339920949,"Meso"
"2364",9549.789825,"Meso",0.909881422924901,"Meso"
"2365",9565.459202,"Meso",0.158893280632411,"Meso"
"2366",10822.57311,"Meso",0.312648221343874,"Meso"
"2367",10822.76558,"Meso",0.224901185770751,"Meso"
"2368",10823.15981,"Meso",0.337549407114625,"Meso"
"2369",10823.98592,"Meso",0.223715415019763,"Meso"
"2370",10825.78676,"Meso",0.147430830039526,"Meso"
"2371",10822.535,"Meso",0.222134387351779,"Meso"
"2372",10822.9294,"Meso",0.170355731225296,"Meso"
"2373",10824.90099,"Meso",0.158893280632411,"Meso"
"2374",10828.84461,"Meso",0.384189723320158,"Meso"
"2375",10836.73186,"Meso",0.326877470355731,"Meso"
"2376",10852.50637,"Meso",0.307509881422925,"Meso"
"2377",9530.412156,"Meso",0.257707509881423,"Meso"
"2378",9531.09702,"Meso",0.320158102766798,"Meso"
"2379",9532.477186,"Meso",0.296837944664032,"Meso"
"2380",9535.2806,"Meso",0.285375494071146,"Meso"
"2381",9541.052891,"Meso",0.28498023715415,"Meso"
"2382",9530.2756,"Meso",0.444268774703557,"Meso"
"2383",9530.667594,"Meso",0.274308300395257,"Meso"
"2384",9532.627132,"Meso",0.382608695652174,"Meso"
"2385",9536.546658,"Meso",0.280237154150198,"Meso"
"2386",9544.385778,"Meso",0.872727272727273,"Meso"
"2387",9560.064278,"Meso",0.255731225296443,"Meso"
"2388",10821.32881,"Meso",0.30197628458498,"Meso"
"2389",10821.49642,"Meso",0.251383399209486,"Meso"
"2390",10821.84097,"Meso",0.316205533596838,"Meso"
"2391",10822.56768,"Meso",0.242687747035573,"Meso"
"2392",10824.16982,"Meso",0.242292490118577,"Meso"
"2393",10821.29566,"Meso",0.254940711462451,"Meso"
"2394",10821.69011,"Meso",0.241897233201581,"Meso"
"2395",10823.66196,"Meso",0.243083003952569,"Meso"
"2396",10827.6061,"Meso",0.365217391304348,"Meso"
"2397",10835.49439,"Meso",0.306719367588933,"Meso"
"2398",10851.27096,"Meso",0.3,"Meso"
"2399",9540.896546,"Meso",0.467588932806324,"Meso"
"2400",9541.634244,"Meso",0.43201581027668,"Meso"
"2401",9543.120039,"Meso",0.524110671936759,"Meso"
"2402",9546.134672,"Meso",0.523715415019763,"Meso"
"2403",9552.328717,"Meso",0.506324110671937,"Meso"
"2404",9540.749423,"Meso",0.448221343873518,"Meso"
"2405",9541.140974,"Meso",0.49802371541502,"Meso"
"2406",9543.098298,"Meso",0.435177865612648,"Meso"
"2407",9547.013399,"Meso",0.515415019762846,"Meso"
"2408",9554.843678,"Meso",0.796442687747036,"Meso"
"2409",9570.504541,"Meso",0.469169960474308,"Meso"
"2410",10823.863,"Meso",0.450592885375494,"Meso"
"2411",10824.07782,"Meso",0.465612648221344,"Meso"
"2412",10824.51675,"Meso",0.429249011857708,"Meso"
"2413",10825.43229,"Meso",0.46600790513834,"Meso"
"2414",10827.41188,"Meso",0.493675889328063,"Meso"
"2415",10823.82041,"Meso",0.46798418972332,"Meso"
"2416",10824.21476,"Meso",0.46403162055336,"Meso"
"2417",10826.18609,"Meso",0.479051383399209,"Meso"
"2418",10830.12918,"Meso",0.418181818181818,"Meso"
"2419",10838.01538,"Meso",0.439525691699605,"Meso"
"2420",10853.78778,"Meso",0.454545454545455,"Meso"
"2421",9540.505002,"Meso",0.257312252964427,"Meso"
"2422",9541.242728,"Meso",0.256916996047431,"Meso"
"2423",9542.728583,"Meso",0.325296442687747,"Meso"
"2424",9545.743337,"Meso",0.323715415019763,"Meso"
"2425",9551.937628,"Meso",0.310671936758893,"Meso"
"2426",9540.357872,"Meso",0.404347826086957,"Meso"
"2427",9540.749423,"Meso",0.289723320158103,"Meso"
"2428",9542.706745,"Meso",0.31304347826087,"Meso"
"2429",9546.621844,"Meso",0.309881422924901,"Meso"
"2430",9554.452118,"Meso",0.830434782608696,"Meso"
"2431",9570.112971,"Meso",0.284189723320158,"Meso"
"2432",10823.46865,"Meso",0.277865612648221,"Meso"
"2433",10823.68347,"Meso",0.273913043478261,"Meso"
"2434",10824.12242,"Meso",0.296442687747036,"Meso"
"2435",10825.03799,"Meso",0.268774703557312,"Meso"
"2436",10827.01764,"Meso",0.275494071146245,"Meso"
"2437",10823.42606,"Meso",0.282608695652174,"Meso"
"2438",10823.82041,"Meso",0.277470355731225,"Meso"
"2439",10825.79174,"Meso",0.276284584980237,"Meso"
"2440",10829.73483,"Meso",0.319367588932806,"Meso"
"2441",10837.62102,"Meso",0.280237154150198,"Meso"
"2442",10853.39342,"Meso",0.260079051383399,"Meso"
"2443",9538.547716,"Meso",0.266798418972332,"Meso"
"2444",9539.28559,"Meso",0.281422924901186,"Meso"
"2445",9540.771742,"Meso",0.305138339920949,"Meso"
"2446",9543.787096,"Meso",0.307905138339921,"Meso"
"2447",9549.982623,"Meso",0.295652173913043,"Meso"
"2448",9538.400557,"Meso",0.422134387351779,"Meso"
"2449",9538.792107,"Meso",0.288537549407115,"Meso"
"2450",9540.749423,"Meso",0.341106719367589,"Meso"
"2451",9544.664509,"Meso",0.304743083003953,"Meso"
"2452",9552.494757,"Meso",0.842687747035573,"Meso"
"2453",9568.155559,"Meso",0.280632411067194,"Meso"
"2454",10821.49733,"Meso",0.28102766798419,"Meso"
"2455",10821.71219,"Meso",0.2699604743083,"Meso"
"2456",10822.15121,"Meso",0.322134387351779,"Meso"
"2457",10823.06693,"Meso",0.273122529644269,"Meso"
"2458",10825.04691,"Meso",0.284584980237154,"Meso"
"2459",10821.45473,"Meso",0.265217391304348,"Meso"
"2460",10821.84909,"Meso",0.278656126482213,"Meso"
"2461",10823.82041,"Meso",0.275494071146245,"Meso"
"2462",10827.7635,"Meso",0.347430830039526,"Meso"
"2463",10835.64969,"Meso",0.293280632411067,"Meso"
"2464",10851.42209,"Meso",0.286166007905138,"Meso"
"2465",9534.63273,"Meso",0.25296442687747,"Meso"
"2466",9535.370898,"Meso",0.268774703557312,"Meso"
"2467",9536.857643,"Meso",0.289723320158103,"Meso"
"2468",9539.874202,"Meso",0.287747035573123,"Meso"
"2469",9546.072202,"Meso",0.273913043478261,"Meso"
"2470",9534.485512,"Meso",0.401581027667984,"Meso"
"2471",9534.877059,"Meso",0.268379446640316,"Meso"
"2472",9536.834363,"Meso",0.345454545454545,"Meso"
"2473",9540.749423,"Meso",0.280237154150198,"Meso"
"2474",9548.57962,"Meso",0.83399209486166,"Meso"
"2475",9564.240321,"Meso",0.253754940711462,"Meso"
"2476",10817.55426,"Meso",0.29802371541502,"Meso"
"2477",10817.76918,"Meso",0.252173913043478,"Meso"
"2478",10818.20834,"Meso",0.319762845849802,"Meso"
"2479",10819.12437,"Meso",0.246640316205534,"Meso"
"2480",10821.105,"Meso",0.262055335968379,"Meso"
"2481",10817.51164,"Meso",0.253359683794466,"Meso"
"2482",10817.906,"Meso",0.259288537549407,"Meso"
"2483",10819.87732,"Meso",0.260869565217391,"Meso"
"2484",10823.82041,"Meso",0.361660079051383,"Meso"
"2485",10831.7066,"Meso",0.29604743083004,"Meso"
"2486",10847.47899,"Meso",0.291304347826087,"Meso"
"2487",9526.802834,"Meso",0.262450592885375,"Meso"
"2488",9527.541593,"Meso",0.319762845849802,"Meso"
"2489",9529.029526,"Meso",0.10197628458498,"Meso"
"2490",9532.048495,"Meso",0.102371541501976,"Meso"
"2491",9538.251447,"Meso",0.134387351778656,"Meso"
"2492",9526.655499,"Meso",0.451778656126482,"Meso"
"2493",9527.04704,"Meso",0.133596837944664,"Meso"
"2494",9529.004318,"Meso",0.382213438735178,"Meso"
"2495",9532.919328,"Meso",0.109881422924901,"Meso"
"2496",9540.749423,"Meso",0.910671936758893,"Meso"
"2497",9556.40992,"Meso",0.167193675889328,"Meso"
"2498",10809.66811,"Meso",0.334782608695652,"Meso"
"2499",10809.88318,"Meso",0.239525691699605,"Meso"
"2500",10810.32263,"Meso",0.351778656126482,"Meso"
"2501",10811.23925,"Meso",0.240711462450593,"Meso"
"2502",10813.22119,"Meso",0.152173913043478,"Meso"
"2503",10809.62547,"Meso",0.240316205533597,"Meso"
"2504",10810.01982,"Meso",0.189723320158103,"Meso"
"2505",10811.99115,"Meso",0.175889328063241,"Meso"
"2506",10815.93423,"Meso",0.401581027667984,"Meso"
"2507",10823.82041,"Meso",0.337154150197628,"Meso"
"2508",10839.59279,"Meso",0.315810276679842,"Meso"
"2509",9511.143351,"Meso",0.245849802371541,"Meso"
"2510",9511.883292,"Meso",0.308300395256917,"Meso"
"2511",9513.373608,"Meso",0.189723320158103,"Meso"
"2512",9516.397411,"Meso",0.188142292490119,"Meso"
"2513",9522.610292,"Meso",0.173517786561265,"Meso"
"2514",9510.99578,"Meso",0.444268774703557,"Meso"
"2515",9511.387311,"Meso",0.167588932806324,"Meso"
"2516",9513.344537,"Meso",0.3699604743083,"Meso"
"2517",9517.259444,"Meso",0.175098814229249,"Meso"
"2518",9525.089335,"Meso",0.894466403162055,"Meso"
"2519",9540.749423,"Meso",0.163241106719368,"Meso"
"2520",10793.89584,"Meso",0.29604743083004,"Meso"
"2521",10794.11119,"Meso",0.213833992094862,"Meso"
"2522",10794.55121,"Meso",0.320553359683794,"Meso"
"2523",10795.46904,"Meso",0.211857707509881,"Meso"
"2524",10797.45361,"Meso",0.151383399209486,"Meso"
"2525",10793.85315,"Meso",0.203162055335968,"Meso"
"2526",10794.2475,"Meso",0.160474308300395,"Meso"
"2527",10796.21882,"Meso",0.150197628458498,"Meso"
"2528",10800.1619,"Meso",0.369565217391304,"Meso"
"2529",10808.04806,"Meso",0.308300395256917,"Meso"
"2530",10823.82041,"Meso",0.294466403162055,"Meso"
"2531",1581.125893,"Meso",0.290513833992095,"Meso"
"2532",1578.135417,"Meso",0.221739130434783,"Meso"
"2533",1572.201571,"Meso",0.300395256916996,"Meso"
"2534",1560.519249,"Meso",0.23399209486166,"Meso"
"2535",1537.944476,"Meso",0.228458498023715,"Meso"
"2536",1581.725861,"Meso",0.232411067193676,"Meso"
"2537",1582.063526,"Meso",0.238735177865613,"Meso"
"2538",1583.751875,"Meso",0.228853754940711,"Meso"
"2539",1587.130917,"Meso",0.341897233201581,"Meso"
"2540",1593.896824,"Meso",0.288142292490119,"Meso"
"2541",1607.459462,"Meso",0.261264822134387,"Meso"
"2542",1584.134406,"Meso",0.292885375494071,"Meso"
"2543",1581.128351,"Meso",0.298418972332016,"Meso"
"2544",1575.163081,"Meso",0.310671936758893,"Meso"
"2545",1563.416808,"Meso",0.298814229249012,"Meso"
"2546",1540.709838,"Meso",0.305533596837945,"Meso"
"2547",1584.737479,"Meso",0.3,"Meso"
"2548",1585.074504,"Meso",0.303162055335968,"Meso"
"2549",1586.759652,"Meso",0.302371541501976,"Meso"
"2550",1590.13231,"Meso",0.348616600790514,"Meso"
"2551",1596.885514,"Meso",0.290513833992095,"Meso"
"2552",1610.423011,"Meso",0.285770750988142,"Meso"
"2553",1590.1978,"Meso",0.334782608695652,"Meso"
"2554",1587.160853,"Meso",0.25296442687747,"Meso"
"2555",1581.133268,"Meso",0.361264822134387,"Meso"
"2556",1569.260167,"Meso",0.256126482213439,"Meso"
"2557",1546.290972,"Meso",0.171936758893281,"Meso"
"2558",1590.80703,"Meso",0.247430830039526,"Meso"
"2559",1591.142771,"Meso",0.201581027667984,"Meso"
"2560",1592.821506,"Meso",0.187351778656126,"Meso"
"2561",1596.18137,"Meso",0.418577075098814,"Meso"
"2562",1602.909118,"Meso",0.359288537549407,"Meso"
"2563",1616.396224,"Meso",0.328063241106719,"Meso"
"2564",1602.513572,"Meso",0.343478260869565,"Meso"
"2565",1599.415867,"Meso",0.257312252964427,"Meso"
